Time,Flux,Error,Phase,Radian
1334.5012113613273,0.0045623037625652785,0.0028004195,-0.7733820440233783,-4.859302695844207
1334.5026002803932,0.0027788927073371106,0.0027975116,-0.7690644631567378,-4.832174535180371
1334.5039891994575,-0.003995014789131668,0.0027935654,-0.764746882295045,-4.805046374547623
1334.5053781185227,0.0006369697139088082,0.0027987522,-0.7604293014305248,-4.77791821389711
1334.5067670378212,-0.0030760504663311927,0.0027951146,-0.7561117198408159,-4.750790048690102
1334.5081559568855,-0.001046658037526571,0.0027990842,-0.7517941389791231,-4.723661888057354
1334.509544875951,-0.0027363929428003697,0.0027958434,-0.7474765581138961,-4.6965337274024
1334.5109337950166,-0.0035282544426427087,0.0027997151,-0.7431589772479623,-4.669405566743006
1334.5123227140818,-0.0023467573944349063,0.0027988695,-0.7388413963834423,-4.642277406092493
1334.5137116331468,-0.0028238698912002036,0.0027977068,-0.734523815519629,-4.615149245446422
1334.5151005522118,3.85655105734628e-05,0.002800862,-0.7302062346558157,-4.58802108480035
1334.5164894715099,-0.0032832004143117377,0.002799598,-0.7258886530675204,-4.5608929196022245
1334.517878390575,-0.0039392600195859995,0.0027987352,-0.7215710722030002,-4.533764758951711
1334.51926730964,0.0018532095997976228,0.0028053955,-0.7172534913391869,-4.50663659830564
1334.520656228706,0.0015053199509134085,0.002802517,-0.7129359104725463,-4.479508437641804
1334.522045147772,0.0029720696282771186,0.0028032798,-0.7086183296059059,-4.452380276977969
1334.5234340668362,0.0014001968284109712,0.0028010726,-0.704300748744213,-4.425252116345221
1334.5248229859014,-0.002459238533514485,0.0028042032,-0.6999831678796928,-4.398123955694707
1334.526211904967,0.003172725191896486,0.0028075238,-0.6956655870137591,-4.370995795035314
1334.5276008240314,-0.007586502252473704,0.0028006951,-0.6913480061520663,-4.343867634402565
1334.5289897430966,-0.0025412681003829096,0.0028053988,-0.6870304252875461,-4.316739473752052
1334.5303786621623,0.001099286467929561,0.0028053375,-0.6827128444216124,-4.289611313092657
1334.5317675814606,0.005035616969615075,0.0028103131,-0.6783952628326103,-4.262483147890091
1334.5331565005256,-0.0010205204856095218,0.0028084554,-0.674077681968797,-4.235354987244019
1334.5345454195906,-0.00048182187199818927,0.002805902,-0.6697601011049837,-4.208226826597948
1334.5359343386558,0.0015105681091445167,0.0028117956,-0.6654425202404636,-4.181098665947435
1334.537323257721,0.0036267587621936492,0.0028104736,-0.6611249393759435,-4.153970505296923
1334.538712176786,0.0002445305353870886,0.002812713,-0.6568073585121301,-4.126842344650851
1334.540101095851,-0.006002811957803278,0.0028083492,-0.6524897776483168,-4.09971418400478
1334.541490014917,0.00294356661082662,0.0028146985,-0.6481721967816763,-4.072586023340944
1334.542878933982,0.0037551537460212003,0.0028155795,-0.643854615917863,-4.045457862694873
1334.5442678530464,0.0012013392188905403,0.0028167614,-0.6395370350554633,-4.018329702057684
1334.5456567721124,0.00047927015069260115,0.0028177234,-0.6352194541888228,-3.9912015413938473
1334.5470456911773,0.00367796540220211,0.0028193155,-0.6309018733250095,-3.964073380747776
1334.5484346102419,-0.002150666001133894,0.0028150845,-0.6265842924626098,-3.936945220110587
1334.5498235293078,-0.0018071395130156986,0.0028171202,-0.6222667115959692,-3.909817059446751
1334.5512124483735,-0.0024171369240799656,0.0028147218,-0.6179491307300355,-3.8826888987873565
1334.552601367205,-0.0019226481519998284,0.0028179076,-0.6136315505921178,-3.8555607427022216
1334.5539902862704,-0.0025833518600475447,0.0028163875,-0.6093139697268909,-3.828432582047268
1334.555379205336,-0.0026066826943693666,0.0028201242,-0.6049963888609572,-3.8013044213878735
1334.5567681244004,-0.007985229362793778,0.0028142745,-0.6006788079992643,-3.7741762607551252
1334.5581570434656,-0.008438726734562252,0.0028110796,-0.5963612271347442,-3.7470481001046125
1334.5595459625313,-0.006309608047773363,0.0028142286,-0.5920436462688105,-3.719919939445218
1334.5609348815972,-0.0067622813939032245,0.0028110726,-0.5877260654021699,-3.692791778781382
1334.5623238006622,-0.012674024322929744,0.0028071126,-0.5834084845383566,-3.665663618135311
1334.5637127197267,-0.010419740521776522,0.002808584,-0.579090903675957,-3.6385354574981217
1334.5651016387926,-0.017195423067524418,0.0028053785,-0.5747733228093164,-3.611407296834286
1334.5664905578576,-0.011401867030780721,0.0028046498,-0.5704557419455031,-3.5842791361882145
1334.5678794769221,-0.006798168039165109,0.0028051957,-0.5661381610831033,-3.557150975551025
1334.5692683957552,-0.003482720859275368,0.0028057457,-0.561820580940238,-3.530022819434803
1334.570657314821,-0.0013154677525855085,0.002811459,-0.5575030000743042,-3.502894658775408
1334.5720462338852,-0.007999504965318316,0.0028030123,-0.5531854192126113,-3.4757664981426597
1334.5734351529504,-0.0050833796706528656,0.0028062086,-0.5488678383480913,-3.4486383374921474
1334.574824072016,-0.005765467571140714,0.002803216,-0.5445502574821576,-3.421510176832753
1334.5762129910806,-0.004896642616191604,0.0028045638,-0.5402326766197578,-3.3943820161955633
1334.5776019101456,-0.0029747227967034107,0.0028072475,-0.5359150957559445,-3.3672538555494915
1334.5789908289787,-0.003286546974995197,0.0027982483,-0.5315975156130791,-3.3401256994332695
1334.580379748044,-0.007632174762605137,0.002795212,-0.527279934748559,-3.3129975387827573
1334.5817686671091,-0.00585869672660988,0.0027961533,-0.5229623538840389,-3.2858693781322446
1334.5831575861741,-0.009677938606263536,0.0027883814,-0.5186447730202256,-3.258741217486173
1334.5845465052391,-0.006122203910319368,0.002787103,-0.5143271921564123,-3.231613056840102
1334.5859354240715,-0.002387284593776462,0.002784991,-0.5100096120156674,-3.204484900737203
1334.5873243431367,-0.009107496763264833,0.002782909,-0.5056920311511472,-3.1773567400866902
1334.5887132622017,-0.003962113339793016,0.0027748079,-0.501374450287334,-3.1502285794406184
1334.5901021812676,-0.0023166872971770447,0.0027748542,-0.4970568694206934,-3.123100418776783
1334.5914911000998,-0.0005648661005164257,0.0027766488,-0.4927392892806553,-3.095972262678325
1334.5928800191643,-0.008432803196277705,0.0027630532,-0.4884217084182556,-3.0688441020411354
1334.5942689382302,-0.004742316915154365,0.0027636155,-0.484104127551615,-3.0417159413773
1334.5956578572952,-0.005446692145787746,0.0027634304,-0.47978654668780174,-3.0145877807312287
1334.597046776127,-0.005067703782888011,0.0027598513,-0.47546896654917725,-2.9874596246416525
1334.5984356951926,-0.006461215404613863,0.0027621468,-0.4711513856832435,-2.960331463982258
1334.5998246142578,0.0004552279787323199,0.0027609891,-0.4668338048187234,-2.9332033033317453
1334.6012135333228,-0.007179903842351454,0.0027551155,-0.4625162239549101,-2.906075142685674
1334.602602452156,-0.0026341500946850394,0.0027552897,-0.45819864381204467,-2.878946986569452
1334.603991371221,-0.004537689422096425,0.0027508861,-0.4538810629482314,-2.8518188259233805
1334.6053802902861,-0.003001989081922618,0.002752714,-0.4495634820837113,-2.824690665272868
1334.6067692091185,-0.006979842829849647,0.0027494885,-0.4452459019429663,-2.797562509169969
1334.6081581281835,0.0028736791124831518,0.0027538368,-0.44092832107915303,-2.770434348523897
1334.6095470472485,-0.008133856332517841,0.0027524424,-0.43661074021533974,-2.7433061878778258
1334.6109359663137,-0.002800620196625192,0.0027492156,-0.43229315935081963,-2.7161780272273135
1334.612324885146,-0.003358762734266052,0.0027437292,-0.4279755792100747,-2.689049871124414
1334.613713804212,-0.0030312048158084304,0.0027423562,-0.4236579983434341,-2.661921710460579
1334.615102723277,-0.006730734008984829,0.0027391135,-0.4193404174796208,-2.6347935498145074
1334.6164916421087,-0.008138701840615048,0.0027405666,-0.4150228373409963,-2.6076653937249312
1334.6178805611744,0.000947098361842813,0.0027474791,-0.41070525647506256,-2.5805372330655367
1334.6192694800068,-0.003200481617197992,0.002744656,-0.4063876763343176,-2.5534090769626374
1334.620658399071,-0.003382839451859465,0.0027457399,-0.40207009547262473,-2.526280916329889
1334.6220473181368,-0.002326895115828287,0.0027441448,-0.39775251460669103,-2.4991527556704947
1334.6234362369698,-0.005029689240030666,0.0027471762,-0.39343493446382566,-2.4720245995542727
1334.6248251560344,-0.0062337385297486225,0.0027502188,-0.38911735360142596,-2.444896438917083
1334.6262140750994,-0.0012126787189903343,0.002749776,-0.3847997727376127,-2.4177682782710117
1334.6276029939324,-0.0043802587397014925,0.0027464177,-0.38048219259474725,-2.3906401221547893
1334.628991912997,-0.0026911384874171995,0.0027485343,-0.3761646117323476,-2.3635119615176
1334.6303808318291,-0.001903979215759577,0.0027508398,-0.3718470315923095,-2.336383805419142
1334.631769750895,-0.001210806896723704,0.0027494174,-0.3675294507256689,-2.3092556447553063
1334.6331586697272,0.0021541985804123254,0.0027599507,-0.36321187058563076,-2.2821274886568483
1334.6345475887922,9.646523642203864e-05,0.0027569248,-0.35889428972181747,-2.254999328010777
1334.6359365078577,-0.0011411430217748153,0.0027665338,-0.35457670885659054,-2.2278711673558234
1334.6373254266898,-0.005543657212816022,0.0027563374,-0.3502591287165524,-2.2007430112573654
1334.6387143457548,-0.003909647965419594,0.002759255,-0.3459415478527391,-2.173614850611294
1334.6401032645872,-0.004895240023771175,0.0027599132,-0.34162396771199416,-2.146486694508395
1334.6414921836529,0.0004275244424533087,0.0027600601,-0.3373063868460604,-2.119358533849
1334.642881102486,0.000615353588593659,0.0027612587,-0.33298880670319503,-2.092230377732778
1334.6442700215505,0.0002562954052723887,0.0027667468,-0.3286712258407954,-2.065102217095589
1334.6456589403826,-0.0001029653614944559,0.0027718982,-0.32435364570075725,-2.037974060997131
1334.6470478594485,-0.004311431041912117,0.0027716565,-0.3200360648341167,-2.0108459003332952
1334.6484367782803,-0.001029706766384475,0.002777218,-0.3157184846954922,-1.9837177442437195
1334.6498256973452,-0.0003157042765103979,0.0027788621,-0.31140090383167884,-1.956589583597648
1334.6512146161783,-0.0069735671534635335,0.0027812794,-0.30708332368881347,-1.9294614274814257
1334.6526035352433,0.0008402249440786491,0.0027882825,-0.3027657428250002,-1.9023332668353543
1334.6539924540755,-0.0021772154354305906,0.0027926373,-0.29844816268496205,-1.8752051107368963
1334.6553813731407,0.0011602535400299097,0.0027940753,-0.29413058182044194,-1.8480769500863838
1334.656770291973,-0.0018766269837071636,0.0027932145,-0.289813001679697,-1.8209487939834847
1334.658159211038,-0.005348751985172706,0.0027907847,-0.2854954208158837,-1.7938206333374134
1334.6595481298705,0.002167683417489741,0.0027947447,-0.28117784067513873,-1.7666924772345143
1334.6609370487029,-0.0005453830377408764,0.0027932809,-0.2768602605343938,-1.7395643211316152
1334.6623259677685,-0.006188927584672488,0.0027813981,-0.2725426796684601,-1.712436160472221
1334.663714886601,-0.002343275278923196,0.002778735,-0.2682250995277151,-1.6853080043693218
1334.6651038056652,-0.008392418382968447,0.0027720758,-0.26390751866602224,-1.6581798437365733
1334.666492724498,-0.004865263878725434,0.0027659095,-0.2595899385238637,-1.6310516876247925
1334.6678816433305,-0.0077590533184530575,0.0027614667,-0.25527235838311874,-1.6039235315218934
1334.6692705623948,-0.007725799164315372,0.0027564827,-0.25095477752142586,-1.576795370889145
1334.6706594812279,-0.008936571173132957,0.0027549595,-0.2466371973785605,-1.549667214772923
1334.6720484002938,-0.0020179050687362254,0.0027500666,-0.24231961651191994,-1.5225390541090873
1334.6734373191255,-0.00020469293578317949,0.0027519132,-0.23800203637329542,-1.4954108980195113
1334.6748262379576,-0.006009152628056902,0.0027470188,-0.2336844562332573,-1.4682827419210533
1334.6762151570235,-0.009568898841654017,0.0027450272,-0.22936687536661673,-1.4411545812572177
1334.677604075855,-0.006820662844200576,0.0027465099,-0.22504929522869904,-1.4140264251720829
1334.6789929946874,-0.002205972609724327,0.0027494195,-0.22073171508795408,-1.3868982690691838
1334.6803819137533,-0.0014978832050722701,0.0027520403,-0.21641413422131353,-1.359770108405348
1334.6831597514185,0.0057643374114001444,0.0027642355,-0.20777897393841002,-1.305513796190668
1334.6845486704829,-0.006238254215301886,0.0027523816,-0.20346139307671715,-1.2783856355579195
1334.6859375893157,0.0020189191163719755,0.0027589735,-0.1991438129345586,-1.2512574794461386
1334.687326508148,-0.002711483861827624,0.0027590313,-0.19482623279381364,-1.2241293233432395
1334.6887154272124,0.0009545299280286912,0.002759462,-0.19050865193212077,-1.197001162710491
1334.6901043460455,0.002671033248379473,0.002763382,-0.1861910717892554,-1.169873006594269
1334.6914932648785,-0.0001501608329905757,0.0027612473,-0.18187349164639002,-1.142744850478047
1334.692882183943,0.0009956857976162192,0.0027712316,-0.17755591078399033,-1.1156166898408575
1334.6942711027752,-0.0010619618226677119,0.0027681633,-0.1732383306439522,-1.0884885337423995
1334.6956600216083,-3.380327722801724e-05,0.0027719275,-0.16892075050108682,-1.0613603776261775
1334.6970489404398,-0.002496498742836306,0.0027751392,-0.16460317036316913,-1.0342322215410427
1334.698437859505,-0.0011063699709280561,0.002778355,-0.16028558949864902,-1.0071040608905302
1334.6998267783379,-0.0009218091387112048,0.0027818538,-0.15596800935649044,-0.979975904778749
1334.7012156971703,0.002454640840712119,0.0027901412,-0.1516504292157455,-0.9528477486758501
1334.7026046160024,0.0007814972872292048,0.002787999,-0.14733284907570737,-0.925719592577392
1334.7039935350676,0.0007838229074020875,0.002792337,-0.14301526821118724,-0.8985914319268794
1334.7053824539,0.000992999140560058,0.0027883826,-0.1386976880704423,-0.8714632758239804
1334.7067713727322,-0.002394056810579581,0.0027932832,-0.13438010793040417,-0.8443351197255224
1334.7081602915644,0.0024013456070310912,0.0027990218,-0.13006252779036603,-0.8172069636270645
1334.7095492103967,0.002173745431889529,0.00279575,-0.1257449476496211,-0.7900788075241656
1334.7109381294624,0.0015310458117696601,0.0027937475,-0.12142736678368735,-0.7629506468647709
1334.7123270482948,-0.001996756820329626,0.002792375,-0.1171097866429424,-0.7358224907618719
1334.7137159671263,0.0001612366860981318,0.002795204,-0.11279220650502471,-0.708694334676737
1334.7151048859594,-0.001198205127080465,0.002793569,-0.10847462636215932,-0.6815661785605148
1334.7164938047918,0.0011894130918994605,0.002795376,-0.10415704622141438,-0.6544380224576158
1334.717882723857,0.0035311189594313674,0.002795466,-0.09983946535689427,-0.6273098618071034
1334.7192716426898,-0.0002161046228492669,0.002792816,-0.0955218852147357,-0.6001817056953224
1334.7206605615222,-0.002463357641706354,0.0027936676,-0.09120430507399076,-0.5730535495924233
1334.7220494803544,-0.001156695123599838,0.0027895255,-0.08688672493395262,-0.5459253934939653
1334.7234383991865,0.0008607816976411442,0.0027929666,-0.08256914479391449,-0.5187972373955073
1334.7248273180192,0.0018995695737042961,0.002793549,-0.07825156465246273,-0.49166908128816733
1334.7262162368513,0.01894817044268504,0.0028102102,-0.0739339845124246,-0.4645409251897093
1334.7276051556835,0.009031452752938707,0.0028019263,-0.06961640437238646,-0.4374127690912513
1334.7289940747487,0.0047963339655821,0.0027974867,-0.06529882350786635,-0.41028460844073883
1334.7303829935815,0.007418204840982545,0.002800444,-0.06098124336570778,-0.38315645232895773
1334.731771912414,5.388325621913381e-05,0.0027954353,-0.056663663224962836,-0.35602829622605875
1334.7331608312454,0.0032826893626241027,0.0027983414,-0.05234608308704514,-0.32890014014092384
1334.7345497500785,0.0017821512216154023,0.0027953913,-0.048028502944179756,-0.30177198402470173
1334.7359386689106,0.004630532487262196,0.0027973924,-0.04371092280414162,-0.27464382792624376
1334.7373275877424,0.002488047047632058,0.0027955337,-0.03939334266551711,-0.24751567183666784
1334.7387165065754,0.003422522051796939,0.0027966509,-0.03507576252265173,-0.22038751572044574
1334.7401054254085,0.002348417790214663,0.0027976336,-0.03075818237978635,-0.19325935960422364
1334.74149434424,-0.001687380159246743,0.0027932136,-0.02644060224186865,-0.16613120351908872
1334.7428832630724,0.0026449007424413917,0.0027939107,-0.022123022101123706,-0.13900304741618974
1334.7442721819052,0.0004903420103929967,0.0027956017,-0.017805441958965135,-0.11187489130440864
1334.7456611007367,0.0017328066730277758,0.0027976807,-0.013487861821047437,-0.08474673521927376
1334.747050019569,0.0030478726385876342,0.002799676,-0.009170281680302492,-0.057618579116374746
1334.748438938402,0.002441383235025185,0.002792947,-0.004852701538143924,-0.03049042300459368
1334.7498278572345,0.0007143093238881626,0.0027998476,-0.0005351213966921666,-0.00336226689725364
1334.7512167760667,-0.0009221947093289717,0.0027916143,0.003782458743345967,0.023765889201204343
1334.7526056948989,0.0005965367632714269,0.0027968995,0.0081000388833841,0.05089404529966232
1334.7539946137313,-0.0006479822457570172,0.0027898175,0.012417619024129046,0.07802220140256133
1334.7553835325637,-0.0016485047467280634,0.002793655,0.016735199164873992,0.10515035750546035
1334.7567724513958,-0.0009784769235900992,0.0027915235,0.021052779304912124,0.13227851360391832
1334.758161370229,-0.001404934455136564,0.0027966162,0.025370359447777505,0.15940666972014042
1334.759550289062,0.0008580093831473956,0.0027975154,0.029687939590642885,0.18653482583636252
1334.7609392078934,0.004171686666167185,0.0027968483,0.034005519728560585,0.2136629819214974
1334.7623281267258,0.001662482867246684,0.002795824,0.03832309986930553,0.24079113802439642
1334.7637170455587,0.00010797268641415947,0.0027919938,0.0426406800114641,0.2679192941361775
1334.7651059643902,0.0023151119083806293,0.0028016258,0.0469582601493818,0.2950474502213124
1334.7664948832225,-0.00040043091842578704,0.002794869,0.051275840290126745,0.32217560632421144
1334.7678838020554,0.004823509041290475,0.0027978735,0.05559342043228531,0.3493037624359925
1334.7692727208878,0.001153368833471058,0.0027977866,0.059911000573030254,0.37643191853889146
1334.7706616397202,0.0008441959890461703,0.0027978101,0.0642285807137752,0.40356007464179044
1334.7720505585523,-0.0019981221487492817,0.0027957044,0.06854616085381333,0.4306882307402485
1334.7734394773847,-0.000993824890808348,0.0027951982,0.07286374099455828,0.45781638684314746
1334.7748283959843,-0.0008960573089384916,0.0027972495,0.07718132041152806,0.484944538398433
1334.7762173148164,0.002647852844708254,0.0027952066,0.0814989005515662,0.512072694496891
1334.7776062336486,0.0003036561922307168,0.0027918394,0.08581648069160433,0.539200850595349
1334.7789951524817,0.002046227304344672,0.0027944045,0.0901340608344697,0.566329006711571
1334.7803840713138,0.00021452404305066786,0.0027962928,0.09445164097450784,0.593457162810029
1334.7817729901456,0.005805194215924958,0.00280175,0.09876922111313235,0.620585318899605
1334.7831619089786,-0.0028977782919508144,0.0027936667,0.10308680125599773,0.647713475015827
1334.7845508278108,-0.0007622395528508186,0.0027958096,0.10740438139603586,0.6748416311142851
1334.7859397464097,-0.0013019199892572164,0.0027960273,0.1117219608108852,0.7019697826562474
1334.7873286652427,0.0007536358593247527,0.0027947442,0.11603954095375059,0.7290979387724695
1334.7887175840756,0.0014081246609027875,0.002796318,0.12035712109590915,0.7562260948842506
1334.790106502907,-0.0025927892152843857,0.0027919768,0.12467470123382685,0.7833542509693855
1334.7914954217395,-8.50267749603617e-05,0.0028008209,0.1289922813745718,0.8104824070722846
1334.7928843403395,0.003293668329027888,0.0027993436,0.1333098607929552,0.8376105586364522
1334.7942732591712,-0.0005832833112178193,0.0028015135,0.13762744093157972,0.864738714726028
1334.7956621780033,0.007228514868299785,0.0028006446,0.14194502107161783,0.8918668708244859
1334.7970510968364,0.0055654779491065565,0.0028010104,0.14626260121448323,0.9189950269407081
1334.7984400156695,0.007007166445845536,0.0028023408,0.1505801813573486,0.9461231830569302
1334.7998289342688,0.007333672716183459,0.0028006413,0.15489776077361156,0.9732513346077746
1334.8012178531005,0.004723338131730426,0.0028009221,0.15921534091223608,1.0003794906973507
1334.8026067719336,0.004702029919567252,0.0028013836,0.16353292105510145,1.0275076468135727
1334.8039956907658,4.228068466383128e-05,0.0027985966,0.16785050119513958,1.0546358029120306
1334.8053846093646,0.00020738961726074479,0.0027971496,0.17216808060998892,1.081763954453993
1334.8067735281977,0.00415336674992961,0.0027994763,0.17648566075285432,1.1088921105702152
1334.8081624470306,0.0046154282054136075,0.0028001668,0.18080324089501287,1.1360202666819963
1334.809551365862,0.0011465501357843522,0.0028005948,0.18512082103293057,1.1631484227671312
1334.8109402844616,-0.004128863596192467,0.002792469,0.18943840044990035,1.1902765743224166
1334.8123292032944,0.002930708992900488,0.0028014297,0.19375598059205892,1.2174047304341977
1334.8137181221261,0.0005679314149398262,0.0027958401,0.19807356073068344,1.2445328865237737
1334.8151070407255,0.0022696784199938147,0.0028008486,0.2023911401469464,1.271661038074618
1334.8164959595586,-0.0017138299236132415,0.0027940753,0.20670872028981177,1.29878919419084
1334.817884878391,0.0002824217244541405,0.0027946595,0.21102630043055673,1.3259173502937391
1334.8192737969905,0.08226116774931103,0.0028564716,0.2153438798475265,1.3530455018490248
1334.8206627158227,0.19136177320808923,0.0029382193,0.21966145998756464,1.3801736579474828
1334.8220516346548,0.2155408846920588,0.0029550444,0.22397904012760278,1.4073018140459408
1334.8234405532544,0.19938127831926256,0.0029443842,0.22829661954457253,1.434429965601226
1334.8248294720868,0.19167103188471102,0.0029390936,0.2326141996853175,1.4615581217041251
1334.826218390919,0.2721590438766277,0.0029952743,0.23693177982535563,1.4886862778025831
1334.8276073095192,0.3649892275247284,0.0030637323,0.24124935924444582,1.5158144293711917
1334.8289962283513,0.6739659330809367,0.0032738107,0.24556693938448396,1.5429425854696497
1334.830385147183,1.619495646781677,0.0038455944,0.24988451952310847,1.5700707415592257
1334.8317740657833,3.1591804209075587,0.0046267817,0.2542020989421987,1.5971988931278343
1334.8331629846155,3.2495530559163566,0.004669042,0.25851967908223683,1.6243270492262922
1334.8345519032143,2.614407011447665,0.0043661175,0.26283725849708617,1.6514552007682546
1334.8359408220472,2.018858401508226,0.0040615443,0.2671548386392447,1.6785833568800357
1334.83732974088,1.548112606002631,0.003805526,0.2714724187814033,1.705711512991817
1334.8387186594798,1.3241336913057014,0.0036755246,0.2757899981990799,1.7328396645515434
1334.840107578312,1.0893355129360107,0.0035374959,0.28010757833911804,1.7599678206500013
1334.8414964969113,0.9345443887904337,0.0034404132,0.28442515775538096,1.7870959722008457
1334.8428854157437,0.8106182393010823,0.0033624442,0.2887427378961259,1.8142241283037448
1334.844274334576,0.707053669468833,0.0032992898,0.2930603180368709,1.841352284406644
1334.8456632531754,0.6135773285306136,0.0032370351,0.29737789745313387,1.8684804359574885
1334.8470521720085,0.5397170273779184,0.0031852871,0.30169547759599924,1.8956085920737105
1334.8484410906078,0.49491469831667967,0.0031571763,0.30601305701226217,1.9227367436245546
1334.8498300094395,0.4437431465914725,0.003127278,0.3103306371508867,1.9498648997141308
1334.8512189280398,0.4041174282901956,0.003094641,0.3146482165699769,1.9769930512827392
1334.852607846872,0.3735101550395499,0.0030733775,0.318965796710015,2.004121207381197
1334.8539967654708,0.342529284672066,0.0030529683,0.3232833761248644,2.03124935892316
1334.8553856843037,0.3117665435543995,0.0030342168,0.32760095626702296,2.058377515034941
1334.8567746029037,0.2950524550488227,0.0030204663,0.33191853568540636,2.0855056665991083
